first_game,second_game,country,season,medal,athlete,min_year,newcomer,rank
1912,1992,ESP,Summer,69.0,537.0,1900.0,yes,3.5
1912,1992,CUB,Summer,69.0,196.0,1900.0,yes,3.5
1912,1992,AUS,Summer,57.0,390.0,1900.0,yes,6.0
1912,1992,EUN,Summer,220.0,650.0,1992.0,yes,1.0
1912,1992,EUN,Winter,59.0,214.0,1992.0,yes,5.0
1912,1992,GHA,Summer,20.0,41.0,1952.0,yes,10.5
1912,1992,TCH,Winter,27.0,148.0,1920.0,yes,9.0
1912,1992,KOR,Summer,49.0,322.0,1948.0,yes,8.0
1912,1992,TPE,Summer,20.0,38.0,1956.0,yes,10.5
1912,1996,CHN,Summer,106.0,438.0,1932.0,yes,2.0
1912,1996,ROU,Summer,38.0,284.0,1900.0,yes,7.0
1912,1996,ESP,Summer,66.0,384.0,1900.0,yes,3.5
1912,1996,CUB,Summer,55.0,178.0,1900.0,yes,6.0
1912,1996,AUS,Summer,132.0,550.0,1900.0,yes,1.0
1912,1996,BRA,Summer,63.0,251.0,1900.0,yes,5.0
1912,1996,UKR,Summer,34.0,351.0,1994.0,yes,8.0
1912,1996,CRO,Summer,28.0,117.0,1992.0,yes,9.0
1912,1996,KOR,Summer,66.0,417.0,1948.0,yes,3.5
1912,1996,SCG,Summer,26.0,79.0,1996.0,yes,10.0
1912,2000,CHN,Summer,79.0,414.0,1932.0,yes,2.0
1912,2000,ROU,Summer,46.0,252.0,1900.0,yes,6.0
1912,2000,ESP,Summer,42.0,431.0,1900.0,yes,7.0
1912,2000,CUB,Summer,65.0,271.0,1900.0,yes,4.0
1912,2000,AUS,Summer,183.0,788.0,1900.0,yes,1.0
1912,2000,BRA,Summer,48.0,236.0,1900.0,yes,5.0
1912,2000,UKR,Summer,35.0,368.0,1994.0,yes,8.0
1912,2000,JAM,Summer,23.0,65.0,1948.0,yes,10.0
1912,2000,KOR,Summer,73.0,359.0,1948.0,yes,3.0
1912,2000,SCG,Summer,25.0,125.0,1996.0,yes,9.0
1912,2004,CHN,Summer,94.0,518.0,1932.0,yes,2.0
1912,2004,ROU,Summer,39.0,193.0,1900.0,yes,8.0
1912,2004,ESP,Summer,30.0,423.0,1900.0,yes,9.0
1912,2004,ARG,Summer,49.0,179.0,1900.0,yes,5.0
1912,2004,CUB,Summer,62.0,177.0,1900.0,yes,3.0
1912,2004,AUS,Summer,157.0,601.0,1900.0,yes,1.0
1912,2004,BRA,Summer,40.0,318.0,1900.0,yes,7.0
1912,2004,UKR,Summer,47.0,357.0,1994.0,yes,6.0
1912,2004,CRO,Summer,21.0,100.0,1992.0,yes,10.0
1912,2004,KOR,Summer,52.0,344.0,1948.0,yes,4.0
1912,2008,CHN,Summer,184.0,730.0,1932.0,yes,1.0
1912,2008,ESP,Summer,70.0,355.0,1900.0,yes,5.0
1912,2008,ARG,Summer,51.0,145.0,1900.0,yes,6.0
1912,2008,CUB,Summer,47.0,171.0,1900.0,yes,7.0
1912,2008,BLR,Summer,29.0,237.0,1994.0,yes,9.0
1912,2008,NGR,Summer,23.0,89.0,1952.0,yes,10.0
1912,2008,AUS,Summer,149.0,570.0,1900.0,yes,2.0
1912,2008,BRA,Summer,78.0,338.0,1900.0,yes,3.5
1912,2008,UKR,Summer,31.0,327.0,1994.0,yes,8.0
1912,2008,KOR,Summer,78.0,329.0,1948.0,yes,3.5
1912,2012,CHN,Summer,125.0,479.0,1932.0,yes,1.0
1912,2012,ESP,Summer,63.0,339.0,1900.0,yes,3.0
1912,2012,MEX,Summer,24.0,119.0,1900.0,yes,10.0
1912,2012,AUS,Summer,114.0,514.0,1900.0,yes,2.0
1912,2012,BRA,Summer,59.0,306.0,1900.0,yes,5.0
1912,2012,UKR,Summer,26.0,304.0,1994.0,yes,8.0
1912,2012,CRO,Summer,35.0,118.0,1992.0,yes,6.0
1912,2012,NZL,Summer,27.0,204.0,1900.0,yes,7.0
1912,2012,JAM,Summer,25.0,62.0,1948.0,yes,9.0
1912,2012,KOR,Summer,61.0,312.0,1948.0,yes,4.0
1912,2016,CHN,Summer,113.0,499.0,1932.0,yes,1.0
1912,2016,ESP,Summer,45.0,363.0,1900.0,yes,4.0
1912,2016,ARG,Summer,22.0,232.0,1900.0,yes,9.0
1912,2016,AUS,Summer,82.0,518.0,1900.0,yes,2.0
1912,2016,BRA,Summer,50.0,583.0,1900.0,yes,3.0
1912,2016,CRO,Summer,24.0,93.0,1992.0,yes,8.0
1912,2016,NZL,Summer,36.0,232.0,1900.0,yes,5.0
1912,2016,JAM,Summer,30.0,77.0,1948.0,yes,6.0
1912,2016,KOR,Summer,26.0,263.0,1948.0,yes,7.0
1912,1906,EGY,Summer,0.0,5.0,1906.0,yes,2.5
1912,1906,AUS,Summer,3.0,10.0,1900.0,yes,1.0
1912,1906,CRT,Summer,0.0,11.0,1906.0,yes,2.5
1916,1900,DEN,Summer,9.0,36.0,1900.0,yes,8.5
1916,1900,NED,Summer,27.0,73.0,1900.0,yes,6.0
1916,1900,USA,Summer,63.0,135.0,1900.0,yes,3.0
1916,1900,NOR,Summer,9.0,29.0,1900.0,yes,8.5
1916,1900,FRA,Summer,235.0,1071.0,1900.0,yes,1.0
1916,1900,GER,Summer,45.0,103.0,1900.0,yes,4.0
1916,1900,AUS,Summer,6.0,6.0,1900.0,yes,10.5
1916,1900,BEL,Summer,43.0,100.0,1900.0,yes,5.0
1916,1900,SUI,Summer,21.0,52.0,1900.0,yes,7.0
1916,1900,GBR,Summer,108.0,146.0,1900.0,yes,2.0
1916,1900,AUT,Summer,6.0,26.0,1900.0,yes,10.5
1916,1904,USA,Summer,394.0,1109.0,1900.0,yes,1.0
1916,1904,NOR,Summer,2.0,6.0,1900.0,yes,10.5
1916,1904,FRA,Summer,2.0,2.0,1900.0,yes,10.5
1916,1904,CUB,Summer,5.0,6.0,1900.0,yes,4.0
1916,1904,GRE,Summer,2.0,17.0,1900.0,yes,10.5
1916,1904,HUN,Summer,4.0,9.0,1900.0,yes,6.0
1916,1904,GER,Summer,16.0,55.0,1900.0,yes,3.0
1916,1904,CAN,Summer,48.0,61.0,1900.0,yes,2.0
1916,1904,AUS,Summer,4.0,6.0,1900.0,yes,6.0
1916,1904,SUI,Summer,3.0,7.0,1900.0,yes,8.0
1916,1904,GBR,Summer,2.0,6.0,1900.0,yes,10.5
1916,1904,AUT,Summer,4.0,7.0,1900.0,yes,6.0
1916,1908,USA,Summer,65.0,219.0,1900.0,yes,3.0
1916,1908,FIN,Summer,30.0,94.0,1906.0,yes,8.0
1916,1908,NOR,Summer,42.0,103.0,1900.0,yes,5.0
1916,1908,FRA,Summer,40.0,319.0,1900.0,yes,6.0
1916,1908,HUN,Summer,20.0,107.0,1900.0,yes,10.0
1916,1908,GER,Summer,21.0,148.0,1900.0,yes,9.0
1916,1908,CAN,Summer,52.0,148.0,1900.0,yes,4.0
1916,1908,BEL,Summer,33.0,99.0,1900.0,yes,7.0
1916,1908,SWE,Summer,84.0,276.0,1900.0,yes,2.0
1916,1908,GBR,Summer,368.0,972.0,1900.0,yes,1.0
1916,1912,DEN,Summer,87.0,233.0,1900.0,yes,4.0
1916,1912,NED,Summer,26.0,45.0,1900.0,yes,9.5
1916,1912,USA,Summer,107.0,364.0,1900.0,yes,3.0
1916,1912,FIN,Summer,71.0,233.0,1906.0,yes,6.0
1916,1912,NOR,Summer,80.0,263.0,1900.0,yes,5.0
1916,1912,FRA,Summer,26.0,232.0,1900.0,yes,9.5
1916,1912,HUN,Summer,30.0,207.0,1900.0,yes,8.0
1916,1912,GER,Summer,53.0,312.0,1900.0,yes,7.0
1916,1912,SWE,Summer,190.0,714.0,1900.0,yes,1.0
1916,1912,GBR,Summer,170.0,461.0,1900.0,yes,2.0
1916,1920,DEN,Summer,71.0,246.0,1900.0,yes,8.0
1916,1920,NED,Summer,50.0,213.0,1900.0,yes,10.0
1916,1920,USA,Summer,194.0,473.0,1900.0,yes,1.0
1916,1920,FIN,Summer,52.0,136.0,1906.0,yes,9.0
1916,1920,NOR,Summer,137.0,267.0,1900.0,yes,5.0
1916,1920,FRA,Summer,141.0,452.0,1900.0,yes,4.0
1916,1920,ITA,Summer,84.0,291.0,1900.0,yes,7.0
1916,1920,BEL,Summer,188.0,518.0,1900.0,yes,2.0
1916,1920,SWE,Summer,154.0,404.0,1900.0,yes,3.0
1916,1920,GBR,Summer,111.0,345.0,1900.0,yes,6.0
1916,1924,NED,Summer,27.0,246.0,1900.0,yes,10.0
1916,1924,USA,Summer,182.0,459.0,1900.0,yes,1.0
1916,1924,FIN,Summer,52.0,253.0,1906.0,yes,6.0
1916,1924,FRA,Summer,110.0,636.0,1900.0,yes,2.0
1916,1924,ITA,Summer,51.0,333.0,1900.0,yes,7.0
1916,1924,BEL,Summer,39.0,234.0,1900.0,yes,8.0
1916,1924,SUI,Summer,60.0,262.0,1900.0,yes,5.0
1916,1924,SWE,Summer,72.0,256.0,1900.0,yes,3.0
1916,1924,GBR,Summer,64.0,428.0,1900.0,yes,4.0
1916,1924,GBR,Winter,31.0,50.0,1900.0,yes,9.0
1916,1928,NED,Summer,57.0,384.0,1900.0,yes,5.0
1916,1928,USA,Summer,88.0,426.0,1900.0,yes,1.0
1916,1928,FRA,Summer,50.0,422.0,1900.0,yes,6.0
1916,1928,ITA,Summer,72.0,273.0,1900.0,yes,3.0
1916,1928,ARG,Summer,26.0,98.0,1900.0,yes,10.0
1916,1928,GER,Summer,77.0,399.0,1900.0,yes,2.0
1916,1928,CAN,Summer,33.0,113.0,1900.0,yes,8.0
1916,1928,SUI,Summer,30.0,236.0,1900.0,yes,9.0
1916,1928,SWE,Summer,37.0,139.0,1900.0,yes,7.0
1916,1928,GBR,Summer,58.0,354.0,1900.0,yes,4.0
1916,1932,USA,Summer,189.0,743.0,1900.0,yes,1.0
1916,1932,USA,Winter,34.0,70.0,1900.0,yes,7.0
1916,1932,FRA,Summer,40.0,159.0,1900.0,yes,4.0
1916,1932,ITA,Summer,77.0,154.0,1900.0,yes,2.0
1916,1932,HUN,Summer,33.0,118.0,1900.0,yes,8.0
1916,1932,GER,Summer,43.0,202.0,1900.0,yes,3.0
1916,1932,CAN,Summer,39.0,191.0,1900.0,yes,5.0
1916,1932,JPN,Summer,31.0,203.0,1912.0,yes,10.0
1916,1932,SWE,Summer,32.0,128.0,1900.0,yes,9.0
1916,1932,GBR,Summer,35.0,170.0,1900.0,yes,6.0
1916,1936,NED,Summer,37.0,227.0,1900.0,yes,8.0
1916,1936,USA,Summer,96.0,487.0,1900.0,yes,2.0
1916,1936,FRA,Summer,44.0,303.0,1900.0,yes,6.0
1916,1936,ITA,Summer,76.0,349.0,1900.0,yes,3.0
1916,1936,HUN,Summer,41.0,335.0,1900.0,yes,7.0
1916,1936,GER,Summer,224.0,581.0,1900.0,yes,1.0
1916,1936,SUI,Summer,52.0,328.0,1900.0,yes,5.0
1916,1936,SWE,Summer,35.0,231.0,1900.0,yes,10.0
1916,1936,GBR,Summer,36.0,250.0,1900.0,yes,9.0
1916,1936,AUT,Summer,55.0,363.0,1900.0,yes,4.0
1916,1948,DEN,Summer,51.0,253.0,1900.0,yes,7.0
1916,1948,NED,Summer,42.0,187.0,1900.0,yes,8.0
1916,1948,USA,Summer,152.0,424.0,1900.0,yes,1.0
1916,1948,FIN,Summer,33.0,215.0,1906.0,yes,10.0
1916,1948,FRA,Summer,72.0,433.0,1900.0,yes,3.0
1916,1948,ITA,Summer,67.0,310.0,1900.0,yes,4.0
1916,1948,HUN,Summer,62.0,222.0,1900.0,yes,5.0
1916,1948,SUI,Summer,36.0,287.0,1900.0,yes,9.0
1916,1948,SWE,Summer,75.0,223.0,1900.0,yes,2.0
1916,1948,GBR,Summer,61.0,590.0,1900.0,yes,6.0
1916,1952,USA,Summer,134.0,451.0,1900.0,yes,1.0
1916,1952,FIN,Summer,40.0,412.0,1906.0,yes,7.0
1916,1952,FRA,Summer,40.0,408.0,1900.0,yes,7.0
1916,1952,ITA,Summer,54.0,376.0,1900.0,yes,5.0
1916,1952,URS,Summer,117.0,451.0,1952.0,yes,2.0
1916,1952,HUN,Summer,102.0,345.0,1900.0,yes,3.0
1916,1952,GER,Summer,40.0,365.0,1900.0,yes,7.0
1916,1952,SUI,Summer,33.0,251.0,1900.0,yes,9.0
1916,1952,SWE,Summer,70.0,355.0,1900.0,yes,4.0
1916,1952,GBR,Summer,31.0,401.0,1900.0,yes,10.0
1916,1956,USA,Summer,123.0,443.0,1900.0,yes,2.0
1916,1956,FRA,Summer,33.0,227.0,1900.0,yes,10.0
1916,1956,ITA,Summer,47.0,207.0,1900.0,yes,6.0
1916,1956,URS,Summer,169.0,411.0,1952.0,yes,1.0
1916,1956,URS,Winter,37.0,81.0,1952.0,yes,8.0
1916,1956,HUN,Summer,64.0,197.0,1900.0,yes,4.0
1916,1956,GER,Summer,52.0,261.0,1900.0,yes,5.0
1916,1956,AUS,Summer,67.0,412.0,1900.0,yes,3.0
1916,1956,SWE,Summer,34.0,186.0,1900.0,yes,9.0
1916,1956,GBR,Summer,46.0,283.0,1900.0,yes,7.0
1916,1960,USA,Summer,125.0,428.0,1900.0,yes,2.0
1916,1960,ITA,Summer,88.0,402.0,1900.0,yes,4.0
1916,1960,URS,Summer,169.0,414.0,1952.0,yes,1.0
1916,1960,URS,Winter,42.0,91.0,1952.0,yes,7.0
1916,1960,HUN,Summer,66.0,312.0,1900.0,yes,5.0
1916,1960,GER,Summer,89.0,425.0,1900.0,yes,3.0
1916,1960,AUS,Summer,46.0,280.0,1900.0,yes,6.0
1916,1960,JPN,Summer,31.0,278.0,1912.0,yes,8.0
1916,1960,GBR,Summer,28.0,389.0,1900.0,yes,10.0
1916,1960,POL,Summer,30.0,307.0,1912.0,yes,9.0
1916,1964,USA,Summer,169.0,492.0,1900.0,yes,2.0
1916,1964,ITA,Summer,51.0,256.0,1900.0,yes,7.0
1916,1964,URS,Summer,174.0,463.0,1952.0,yes,1.0
1916,1964,URS,Winter,47.0,107.0,1952.0,yes,8.0
1916,1964,HUN,Summer,56.0,319.0,1900.0,yes,5.0
1916,1964,GER,Summer,116.0,478.0,1900.0,yes,3.0
1916,1964,AUS,Summer,44.0,392.0,1900.0,yes,10.0
1916,1964,JPN,Summer,62.0,456.0,1912.0,yes,4.0
1916,1964,POL,Summer,46.0,240.0,1912.0,yes,9.0
1916,1964,TCH,Summer,54.0,187.0,1920.0,yes,6.0
1916,1968,USA,Summer,166.0,529.0,1900.0,yes,2.0
1916,1968,ITA,Summer,33.0,268.0,1900.0,yes,10.0
1916,1968,URS,Summer,192.0,471.0,1952.0,yes,1.0
1916,1968,URS,Winter,37.0,121.0,1952.0,yes,8.5
1916,1968,HUN,Summer,81.0,303.0,1900.0,yes,3.0
1916,1968,AUS,Summer,51.0,224.0,1900.0,yes,6.5
1916,1968,JPN,Summer,63.0,289.0,1912.0,yes,4.0
1916,1968,FRG,Summer,51.0,432.0,1968.0,yes,6.5
1916,1968,GDR,Summer,52.0,346.0,1968.0,yes,5.0
1916,1968,POL,Summer,37.0,296.0,1912.0,yes,8.5
1916,1972,USA,Summer,171.0,578.0,1900.0,yes,2.0
1916,1972,ROU,Summer,40.0,258.0,1900.0,yes,9.0
1916,1972,URS,Summer,214.0,531.0,1952.0,yes,1.0
1916,1972,URS,Winter,45.0,118.0,1952.0,yes,8.0
1916,1972,HUN,Summer,81.0,367.0,1900.0,yes,5.0
1916,1972,JPN,Summer,56.0,293.0,1912.0,yes,6.0
1916,1972,FRG,Summer,102.0,587.0,1968.0,yes,4.0
1916,1972,GDR,Summer,151.0,454.0,1968.0,yes,3.0
1916,1972,GBR,Summer,29.0,433.0,1900.0,yes,10.5
1916,1972,POL,Summer,46.0,418.0,1912.0,yes,7.0
1916,1972,TCH,Summer,29.0,274.0,1920.0,yes,10.5
1916,1976,USA,Summer,164.0,554.0,1900.0,yes,3.0
1916,1976,ROU,Summer,55.0,255.0,1900.0,yes,7.5
1916,1976,BUL,Summer,39.0,254.0,1924.0,yes,10.0
1916,1976,URS,Summer,286.0,574.0,1952.0,yes,1.0
1916,1976,URS,Winter,56.0,121.0,1952.0,yes,6.0
1916,1976,HUN,Summer,55.0,288.0,1900.0,yes,7.5
1916,1976,JPN,Summer,41.0,328.0,1912.0,yes,9.0
1916,1976,FRG,Summer,78.0,452.0,1968.0,yes,4.0
1916,1976,GDR,Summer,195.0,407.0,1968.0,yes,2.0
1916,1976,POL,Summer,73.0,286.0,1912.0,yes,5.0
1916,1980,ROU,Summer,68.0,339.0,1900.0,yes,4.0
1916,1980,BUL,Summer,90.0,397.0,1924.0,yes,3.0
1916,1980,URS,Summer,442.0,660.0,1952.0,yes,1.0
1916,1980,URS,Winter,54.0,129.0,1952.0,yes,7.0
1916,1980,HUN,Summer,61.0,392.0,1900.0,yes,5.0
1916,1980,GDR,Summer,264.0,495.0,1968.0,yes,2.0
1916,1980,GBR,Summer,47.0,328.0,1900.0,yes,10.0
1916,1980,POL,Summer,50.0,418.0,1912.0,yes,9.0
1916,1980,TCH,Summer,51.0,317.0,1920.0,yes,8.0
1916,1980,YUG,Summer,57.0,180.0,1920.0,yes,6.0
1916,1984,CHN,Summer,74.0,323.0,1932.0,yes,6.0
1916,1984,USA,Summer,352.0,693.0,1900.0,yes,1.0
1916,1984,ROU,Summer,106.0,193.0,1900.0,yes,3.0
1916,1984,FRA,Summer,67.0,354.0,1900.0,yes,8.0
1916,1984,ITA,Summer,63.0,368.0,1900.0,yes,9.0
1916,1984,URS,Winter,56.0,143.0,1952.0,yes,10.0
1916,1984,CAN,Summer,87.0,572.0,1900.0,yes,4.5
1916,1984,FRG,Summer,158.0,571.0,1968.0,yes,2.0
1916,1984,GBR,Summer,71.0,509.0,1900.0,yes,7.0
1916,1984,YUG,Summer,87.0,154.0,1920.0,yes,4.5
1916,1988,CHN,Summer,52.0,427.0,1932.0,yes,10.0
1916,1988,USA,Summer,207.0,715.0,1900.0,yes,2.0
1916,1988,ROU,Summer,58.0,172.0,1900.0,yes,8.0
1916,1988,URS,Summer,300.0,647.0,1952.0,yes,1.0
1916,1988,URS,Winter,66.0,152.0,1952.0,yes,6.0
1916,1988,FRG,Summer,115.0,516.0,1968.0,yes,4.0
1916,1988,GDR,Summer,181.0,402.0,1968.0,yes,3.0
1916,1988,GBR,Summer,54.0,472.0,1900.0,yes,9.0
1916,1988,KOR,Summer,77.0,551.0,1948.0,yes,5.0
1916,1988,YUG,Summer,63.0,183.0,1920.0,yes,7.0
1916,1992,CHN,Summer,82.0,394.0,1932.0,yes,4.0
1916,1992,USA,Summer,224.0,734.0,1900.0,yes,1.0
1916,1992,ROU,Summer,53.0,306.0,1900.0,yes,10.0
1916,1992,FRA,Summer,57.0,486.0,1900.0,yes,8.5
1916,1992,ESP,Summer,69.0,537.0,1900.0,yes,5.5
1916,1992,CUB,Summer,69.0,196.0,1900.0,yes,5.5
1916,1992,GER,Summer,198.0,653.0,1900.0,yes,3.0
1916,1992,AUS,Summer,57.0,390.0,1900.0,yes,8.5
1916,1992,EUN,Summer,220.0,650.0,1992.0,yes,2.0
1916,1992,EUN,Winter,59.0,214.0,1992.0,yes,7.0
1916,1996,CHN,Summer,106.0,438.0,1932.0,yes,5.0
1916,1996,NED,Summer,73.0,290.0,1900.0,yes,6.0
1916,1996,USA,Summer,259.0,839.0,1900.0,yes,1.0
1916,1996,ESP,Summer,66.0,384.0,1900.0,yes,8.5
1916,1996,ITA,Summer,71.0,460.0,1900.0,yes,7.0
1916,1996,RUS,Summer,115.0,552.0,1900.0,yes,4.0
1916,1996,GER,Summer,124.0,626.0,1900.0,yes,3.0
1916,1996,AUS,Summer,132.0,550.0,1900.0,yes,2.0
1916,1996,BRA,Summer,63.0,251.0,1900.0,yes,10.0
1916,1996,KOR,Summer,66.0,417.0,1948.0,yes,8.5
1916,2000,CHN,Summer,79.0,414.0,1932.0,yes,5.5
1916,2000,NED,Summer,79.0,285.0,1900.0,yes,5.5
1916,2000,USA,Summer,242.0,764.0,1900.0,yes,1.0
1916,2000,FRA,Summer,66.0,470.0,1900.0,yes,8.0
1916,2000,ITA,Summer,65.0,457.0,1900.0,yes,9.5
1916,2000,RUS,Summer,187.0,602.0,1900.0,yes,2.0
1916,2000,CUB,Summer,65.0,271.0,1900.0,yes,9.5
1916,2000,GER,Summer,118.0,567.0,1900.0,yes,4.0
1916,2000,AUS,Summer,183.0,788.0,1900.0,yes,3.0
1916,2000,KOR,Summer,73.0,359.0,1948.0,yes,7.0
1916,2004,CHN,Summer,94.0,518.0,1932.0,yes,6.0
1916,2004,NED,Summer,77.0,264.0,1900.0,yes,8.0
1916,2004,USA,Summer,263.0,726.0,1900.0,yes,1.0
1916,2004,ITA,Summer,104.0,474.0,1900.0,yes,5.0
1916,2004,RUS,Summer,189.0,593.0,1900.0,yes,2.0
1916,2004,CUB,Summer,62.0,177.0,1900.0,yes,9.0
1916,2004,GER,Summer,149.0,592.0,1900.0,yes,4.0
1916,2004,AUS,Summer,157.0,601.0,1900.0,yes,3.0
1916,2004,JPN,Summer,93.0,414.0,1912.0,yes,7.0
1916,2004,GBR,Summer,57.0,360.0,1900.0,yes,10.0
1916,2008,CHN,Summer,184.0,730.0,1932.0,yes,2.0
1916,2008,USA,Summer,317.0,763.0,1900.0,yes,1.0
1916,2008,FRA,Summer,77.0,448.0,1900.0,yes,9.0
1916,2008,ESP,Summer,70.0,355.0,1900.0,yes,10.0
1916,2008,RUS,Summer,142.0,600.0,1900.0,yes,4.0
1916,2008,GER,Summer,99.0,558.0,1900.0,yes,5.0
1916,2008,AUS,Summer,149.0,570.0,1900.0,yes,3.0
1916,2008,BRA,Summer,78.0,338.0,1900.0,yes,7.5
1916,2008,GBR,Summer,81.0,420.0,1900.0,yes,6.0
1916,2008,KOR,Summer,78.0,329.0,1948.0,yes,7.5
1916,2012,CHN,Summer,125.0,479.0,1932.0,yes,4.0
1916,2012,NED,Summer,69.0,222.0,1900.0,yes,9.0
1916,2012,USA,Summer,248.0,689.0,1900.0,yes,1.0
1916,2012,FRA,Summer,82.0,426.0,1900.0,yes,8.0
1916,2012,ITA,Summer,68.0,382.0,1900.0,yes,10.0
1916,2012,RUS,Summer,140.0,549.0,1900.0,yes,2.0
1916,2012,GER,Summer,94.0,510.0,1900.0,yes,6.0
1916,2012,AUS,Summer,114.0,514.0,1900.0,yes,5.0
1916,2012,JPN,Summer,84.0,399.0,1912.0,yes,7.0
1916,2012,GBR,Summer,126.0,684.0,1900.0,yes,3.0
1916,2016,CHN,Summer,113.0,499.0,1932.0,yes,5.0
1916,2016,USA,Summer,264.0,719.0,1900.0,yes,1.0
1916,2016,FRA,Summer,96.0,512.0,1900.0,yes,6.0
1916,2016,ITA,Summer,72.0,399.0,1900.0,yes,8.0
1916,2016,RUS,Summer,115.0,406.0,1900.0,yes,4.0
1916,2016,GER,Summer,159.0,536.0,1900.0,yes,2.0
1916,2016,CAN,Summer,69.0,405.0,1900.0,yes,9.0
1916,2016,AUS,Summer,82.0,518.0,1900.0,yes,7.0
1916,2016,JPN,Summer,64.0,436.0,1912.0,yes,10.0
1916,2016,GBR,Summer,145.0,478.0,1900.0,yes,3.0
1916,1906,DEN,Summer,34.0,68.0,1900.0,yes,5.0
1916,1906,USA,Summer,24.0,81.0,1900.0,yes,8.0
1916,1906,NOR,Summer,25.0,55.0,1900.0,yes,7.0
1916,1906,FRA,Summer,64.0,174.0,1900.0,yes,2.0
1916,1906,ITA,Summer,56.0,103.0,1900.0,yes,3.0
1916,1906,GRE,Summer,102.0,484.0,1900.0,yes,1.0
1916,1906,HUN,Summer,13.0,99.0,1900.0,yes,10.0
1916,1906,GER,Summer,30.0,157.0,1900.0,yes,6.0
1916,1906,SWE,Summer,21.0,95.0,1900.0,yes,9.0
1916,1906,GBR,Summer,39.0,113.0,1900.0,yes,4.0
1920,1900,ROU,Summer,0.0,1.0,1900.0,yes,10.5
1920,1900,IRI,Summer,0.0,1.0,1900.0,yes,10.5
1920,1900,RUS,Summer,0.0,5.0,1900.0,yes,10.5
1920,1900,CUB,Summer,2.0,2.0,1900.0,yes,6.0
1920,1900,MEX,Summer,3.0,3.0,1900.0,yes,4.5
1920,1900,HUN,Summer,5.0,34.0,1900.0,yes,3.0
1920,1900,GER,Summer,45.0,103.0,1900.0,yes,1.0
1920,1900,COL,Summer,1.0,1.0,1900.0,yes,7.5
1920,1900,PER,Summer,0.0,2.0,1900.0,yes,10.5
1920,1900,AUT,Summer,6.0,26.0,1900.0,yes,2.0
1920,1900,HAI,Summer,1.0,4.0,1900.0,yes,7.5
1920,1900,BOH,Summer,3.0,9.0,1900.0,yes,4.5
1920,1904,CUB,Summer,5.0,6.0,1900.0,yes,2.0
1920,1904,HUN,Summer,4.0,9.0,1900.0,yes,3.5
1920,1904,GER,Summer,16.0,55.0,1900.0,yes,1.0
1920,1904,AUT,Summer,4.0,7.0,1900.0,yes,3.5
1920,1904,NFL,Summer,0.0,1.0,1904.0,yes,5.0
1920,1908,RUS,Summer,3.0,7.0,1900.0,yes,5.0
1920,1908,HUN,Summer,20.0,107.0,1900.0,yes,2.0
1920,1908,GER,Summer,21.0,148.0,1900.0,yes,1.0
1920,1908,AUT,Summer,1.0,13.0,1900.0,yes,6.0
1920,1908,ISL,Summer,0.0,1.0,1908.0,yes,7.0
1920,1908,ANZ,Summer,19.0,48.0,1908.0,yes,3.0
1920,1908,BOH,Summer,6.0,41.0,1900.0,yes,4.0
1920,1912,RUS,Summer,14.0,266.0,1900.0,yes,3.5
1920,1912,TUR,Summer,0.0,7.0,1906.0,yes,8.5
1920,1912,HUN,Summer,30.0,207.0,1900.0,yes,2.0
1920,1912,GER,Summer,53.0,312.0,1900.0,yes,1.0
1920,1912,POL,Summer,0.0,1.0,1912.0,yes,8.5
1920,1912,AUT,Summer,14.0,132.0,1900.0,yes,3.5
1920,1912,ISL,Summer,0.0,2.0,1908.0,yes,8.5
1920,1912,ANZ,Summer,10.0,38.0,1908.0,yes,5.0
1920,1912,SRB,Summer,0.0,2.0,1912.0,yes,8.5
1920,1912,BOH,Summer,0.0,74.0,1900.0,yes,8.5
1920,1912,UNK,Summer,0.0,2.0,1912.0,yes,8.5
1920,1924,ROU,Summer,16.0,45.0,1900.0,yes,2.0
1920,1924,HUN,Summer,22.0,140.0,1900.0,yes,1.0
1920,1924,IRL,Summer,2.0,60.0,1924.0,yes,8.0
1920,1924,URU,Summer,14.0,40.0,1924.0,yes,3.0
1920,1924,POL,Summer,5.0,100.0,1912.0,yes,4.5
1920,1924,NEP,Winter,1.0,1.0,1924.0,yes,9.0
1920,1924,AUT,Summer,4.0,56.0,1900.0,yes,6.5
1920,1924,AUT,Winter,4.0,4.0,1900.0,yes,6.5
1920,1924,HAI,Summer,5.0,16.0,1900.0,yes,4.5
1920,1928,HUN,Summer,21.0,219.0,1900.0,yes,2.0
1920,1928,GER,Summer,77.0,399.0,1900.0,yes,1.0
1920,1928,GER,Winter,5.0,51.0,1900.0,yes,6.5
1920,1928,IRL,Summer,1.0,44.0,1924.0,yes,9.0
1920,1928,PHI,Summer,1.0,6.0,1924.0,yes,9.0
1920,1928,URU,Summer,17.0,17.0,1924.0,yes,4.0
1920,1928,POL,Summer,20.0,146.0,1912.0,yes,3.0
1920,1928,AUT,Summer,5.0,113.0,1900.0,yes,6.5
1920,1928,AUT,Winter,6.0,49.0,1900.0,yes,5.0
1920,1928,HAI,Summer,1.0,3.0,1900.0,yes,9.0
1920,1932,MEX,Summer,2.0,100.0,1900.0,yes,8.5
1920,1932,HUN,Summer,33.0,118.0,1900.0,yes,2.0
1920,1932,HUN,Winter,2.0,4.0,1900.0,yes,8.5
1920,1932,GER,Summer,43.0,202.0,1900.0,yes,1.0
