first_game,second_game,country,season,medal,athlete,min_year,newcomer,rank
1896,1900,NED,Summer,27.0,73.0,1900.0,yes,2.0
1896,1900,NOR,Summer,9.0,29.0,1900.0,yes,3.0
1896,1900,ESP,Summer,2.0,12.0,1900.0,yes,7.5
1896,1900,CUB,Summer,2.0,2.0,1900.0,yes,7.5
1896,1900,MEX,Summer,3.0,3.0,1900.0,yes,4.5
1896,1900,CAN,Summer,2.0,7.0,1900.0,yes,7.5
1896,1900,BEL,Summer,43.0,100.0,1900.0,yes,1.0
1896,1900,IND,Summer,2.0,5.0,1900.0,yes,7.5
1896,1900,BOH,Summer,3.0,9.0,1900.0,yes,4.5
1896,1904,NOR,Summer,2.0,6.0,1900.0,yes,3.0
1896,1904,CUB,Summer,5.0,6.0,1900.0,yes,2.0
1896,1904,CAN,Summer,48.0,61.0,1900.0,yes,1.0
1896,1904,RSA,Summer,0.0,8.0,1904.0,yes,4.5
1896,1904,NFL,Summer,0.0,1.0,1904.0,yes,4.5
1896,1908,NED,Summer,16.0,218.0,1900.0,yes,6.0
1896,1908,FIN,Summer,30.0,94.0,1906.0,yes,4.0
1896,1908,NOR,Summer,42.0,103.0,1900.0,yes,2.0
1896,1908,RUS,Summer,3.0,7.0,1900.0,yes,8.0
1896,1908,ARG,Summer,0.0,1.0,1900.0,yes,10.5
1896,1908,CAN,Summer,52.0,148.0,1900.0,yes,1.0
1896,1908,RSA,Summer,2.0,33.0,1904.0,yes,9.0
1896,1908,BEL,Summer,33.0,99.0,1900.0,yes,3.0
1896,1908,ISL,Summer,0.0,1.0,1908.0,yes,10.5
1896,1908,ANZ,Summer,19.0,48.0,1908.0,yes,5.0
1896,1908,BOH,Summer,6.0,41.0,1900.0,yes,7.0
1896,1912,NED,Summer,26.0,45.0,1900.0,yes,3.0
1896,1912,FIN,Summer,71.0,233.0,1906.0,yes,2.0
1896,1912,NOR,Summer,80.0,263.0,1900.0,yes,1.0
1896,1912,RUS,Summer,14.0,266.0,1900.0,yes,5.0
1896,1912,CAN,Summer,8.0,60.0,1900.0,yes,7.0
1896,1912,RSA,Summer,7.0,56.0,1904.0,yes,8.0
1896,1912,BEL,Summer,19.0,72.0,1900.0,yes,4.0
1896,1912,ANZ,Summer,10.0,38.0,1908.0,yes,6.0
1896,1920,NED,Summer,50.0,213.0,1900.0,yes,4.0
1896,1920,FIN,Summer,52.0,136.0,1906.0,yes,3.0
1896,1920,NOR,Summer,137.0,267.0,1900.0,yes,2.0
1896,1920,EST,Summer,3.0,20.0,1920.0,yes,10.5
1896,1920,ESP,Summer,23.0,111.0,1900.0,yes,5.0
1896,1920,CAN,Summer,16.0,85.0,1900.0,yes,7.0
1896,1920,RSA,Summer,21.0,97.0,1904.0,yes,6.0
1896,1920,BEL,Summer,188.0,518.0,1900.0,yes,1.0
1896,1920,JPN,Summer,3.0,26.0,1912.0,yes,10.5
1896,1920,BRA,Summer,7.0,38.0,1900.0,yes,9.0
1896,1920,TCH,Summer,10.0,182.0,1920.0,yes,8.0
1896,1924,NED,Summer,27.0,246.0,1900.0,yes,3.0
1896,1924,FIN,Summer,52.0,253.0,1906.0,yes,1.0
1896,1924,FIN,Winter,15.0,33.0,1906.0,yes,8.0
1896,1924,NOR,Summer,22.0,105.0,1900.0,yes,4.0
1896,1924,NOR,Winter,17.0,36.0,1900.0,yes,6.0
1896,1924,ROU,Summer,16.0,45.0,1900.0,yes,7.0
1896,1924,ARG,Summer,10.0,109.0,1900.0,yes,10.5
1896,1924,CAN,Summer,20.0,83.0,1900.0,yes,5.0
1896,1924,BEL,Summer,39.0,234.0,1900.0,yes,2.0
1896,1924,URU,Summer,14.0,40.0,1924.0,yes,9.0
1896,1924,TCH,Summer,10.0,242.0,1920.0,yes,10.5
1896,1928,NED,Summer,57.0,384.0,1900.0,yes,1.0
1896,1928,FIN,Summer,25.0,132.0,1906.0,yes,4.0
1896,1928,NOR,Winter,15.0,34.0,1900.0,yes,8.0
1896,1928,ARG,Summer,26.0,98.0,1900.0,yes,3.0
1896,1928,CAN,Summer,33.0,113.0,1900.0,yes,2.0
1896,1928,CAN,Winter,12.0,31.0,1900.0,yes,10.5
1896,1928,IND,Summer,14.0,24.0,1900.0,yes,9.0
1896,1928,URU,Summer,17.0,17.0,1924.0,yes,6.0
1896,1928,POL,Summer,20.0,146.0,1912.0,yes,5.0
1896,1928,TCH,Summer,16.0,147.0,1920.0,yes,7.0
1896,1928,YUG,Summer,12.0,86.0,1920.0,yes,10.5
1896,1932,NED,Summer,13.0,80.0,1900.0,yes,7.0
1896,1932,FIN,Summer,29.0,66.0,1906.0,yes,3.0
1896,1932,NOR,Winter,10.0,33.0,1900.0,yes,8.0
1896,1932,CAN,Summer,39.0,191.0,1900.0,yes,1.0
1896,1932,CAN,Winter,20.0,53.0,1900.0,yes,5.0
1896,1932,RSA,Summer,5.0,20.0,1904.0,yes,10.0
1896,1932,IND,Summer,15.0,26.0,1900.0,yes,6.0
1896,1932,JPN,Summer,31.0,203.0,1912.0,yes,2.0
1896,1932,POL,Summer,21.0,71.0,1912.0,yes,4.0
1896,1932,TCH,Summer,6.0,44.0,1920.0,yes,9.0
1896,1936,NED,Summer,37.0,227.0,1900.0,yes,1.0
1896,1936,FIN,Summer,27.0,186.0,1906.0,yes,3.0
1896,1936,NOR,Summer,28.0,84.0,1900.0,yes,2.0
1896,1936,NOR,Winter,18.0,47.0,1900.0,yes,7.5
1896,1936,MEX,Summer,16.0,32.0,1900.0,yes,9.0
1896,1936,CAN,Summer,22.0,167.0,1900.0,yes,5.0
1896,1936,BEL,Summer,14.0,205.0,1900.0,yes,10.0
1896,1936,IND,Summer,19.0,30.0,1900.0,yes,6.0
1896,1936,JPN,Summer,23.0,325.0,1912.0,yes,4.0
1896,1936,TCH,Summer,18.0,293.0,1920.0,yes,7.5
1896,1948,NED,Summer,42.0,187.0,1900.0,yes,1.0
1896,1948,FIN,Summer,33.0,215.0,1906.0,yes,2.0
1896,1948,NOR,Summer,18.0,97.0,1900.0,yes,5.0
1896,1948,NOR,Winter,13.0,75.0,1900.0,yes,10.0
1896,1948,CAN,Winter,15.0,47.0,1900.0,yes,8.5
1896,1948,BEL,Summer,15.0,182.0,1900.0,yes,8.5
1896,1948,IND,Summer,20.0,89.0,1900.0,yes,3.5
1896,1948,TCH,Summer,20.0,153.0,1920.0,yes,3.5
1896,1948,TCH,Winter,17.0,74.0,1920.0,yes,6.0
1896,1948,YUG,Summer,16.0,162.0,1920.0,yes,7.0
1896,1952,NED,Summer,18.0,180.0,1900.0,yes,6.0
1896,1952,FIN,Summer,40.0,412.0,1906.0,yes,2.0
1896,1952,NOR,Winter,19.0,101.0,1900.0,yes,5.0
1896,1952,URS,Summer,117.0,451.0,1952.0,yes,1.0
1896,1952,CAN,Winter,17.0,60.0,1900.0,yes,7.0
1896,1952,RSA,Summer,14.0,109.0,1904.0,yes,9.5
1896,1952,IND,Summer,15.0,94.0,1900.0,yes,8.0
1896,1952,URU,Summer,14.0,42.0,1924.0,yes,9.5
1896,1952,TCH,Summer,25.0,218.0,1920.0,yes,3.0
1896,1952,YUG,Summer,24.0,194.0,1920.0,yes,4.0
1896,1956,FIN,Summer,26.0,147.0,1906.0,yes,3.0
1896,1956,ROU,Summer,19.0,103.0,1900.0,yes,8.0
1896,1956,BUL,Summer,18.0,82.0,1924.0,yes,10.0
1896,1956,URS,Summer,169.0,411.0,1952.0,yes,1.0
1896,1956,URS,Winter,37.0,81.0,1952.0,yes,2.0
1896,1956,CAN,Summer,19.0,150.0,1900.0,yes,8.0
1896,1956,CAN,Winter,20.0,52.0,1900.0,yes,6.0
1896,1956,JPN,Summer,24.0,222.0,1912.0,yes,4.0
1896,1956,POL,Summer,19.0,118.0,1912.0,yes,8.0
1896,1956,YUG,Summer,23.0,37.0,1920.0,yes,5.0
1896,1960,ROU,Summer,15.0,156.0,1900.0,yes,8.0
1896,1960,ESP,Summer,14.0,238.0,1900.0,yes,9.5
1896,1960,URS,Summer,169.0,414.0,1952.0,yes,1.0
1896,1960,URS,Winter,42.0,91.0,1952.0,yes,2.0
1896,1960,PAK,Summer,14.0,53.0,1948.0,yes,9.5
1896,1960,CAN,Winter,21.0,75.0,1900.0,yes,6.0
1896,1960,JPN,Summer,31.0,278.0,1912.0,yes,3.0
1896,1960,POL,Summer,30.0,307.0,1912.0,yes,4.0
1896,1960,TCH,Summer,22.0,202.0,1920.0,yes,5.0
1896,1960,YUG,Summer,17.0,185.0,1920.0,yes,7.0
1896,1964,NED,Summer,31.0,158.0,1900.0,yes,6.0
1896,1964,ROU,Summer,16.0,232.0,1900.0,yes,8.5
1896,1964,URS,Summer,174.0,463.0,1952.0,yes,1.0
1896,1964,URS,Winter,47.0,107.0,1952.0,yes,4.0
1896,1964,PAK,Summer,16.0,47.0,1948.0,yes,8.5
1896,1964,JPN,Summer,62.0,456.0,1912.0,yes,2.0
1896,1964,POL,Summer,46.0,240.0,1912.0,yes,5.0
1896,1964,TCH,Summer,54.0,187.0,1920.0,yes,3.0
1896,1964,TCH,Winter,17.0,69.0,1920.0,yes,7.0
1896,1968,ROU,Summer,23.0,100.0,1900.0,yes,10.0
1896,1968,BUL,Summer,26.0,189.0,1924.0,yes,9.0
1896,1968,URS,Summer,192.0,471.0,1952.0,yes,1.0
1896,1968,URS,Winter,37.0,121.0,1952.0,yes,5.5
1896,1968,JPN,Summer,63.0,289.0,1912.0,yes,2.0
1896,1968,FRG,Summer,51.0,432.0,1968.0,yes,4.0
1896,1968,GDR,Summer,52.0,346.0,1968.0,yes,3.0
1896,1968,POL,Summer,37.0,296.0,1912.0,yes,5.5
1896,1968,TCH,Summer,29.0,203.0,1920.0,yes,7.5
1896,1968,YUG,Summer,29.0,130.0,1920.0,yes,7.5
1896,1972,ROU,Summer,40.0,258.0,1900.0,yes,7.0
1896,1972,BUL,Summer,22.0,226.0,1924.0,yes,9.5
1896,1972,CUB,Summer,22.0,201.0,1900.0,yes,9.5
1896,1972,URS,Summer,214.0,531.0,1952.0,yes,1.0
1896,1972,URS,Winter,45.0,118.0,1952.0,yes,6.0
1896,1972,JPN,Summer,56.0,293.0,1912.0,yes,4.0
1896,1972,FRG,Summer,102.0,587.0,1968.0,yes,3.0
1896,1972,GDR,Summer,151.0,454.0,1968.0,yes,2.0
1896,1972,POL,Summer,46.0,418.0,1912.0,yes,5.0
1896,1972,TCH,Summer,29.0,274.0,1920.0,yes,8.0
1896,1976,ROU,Summer,55.0,255.0,1900.0,yes,6.0
1896,1976,BUL,Summer,39.0,254.0,1924.0,yes,8.0
1896,1976,URS,Summer,286.0,574.0,1952.0,yes,1.0
1896,1976,URS,Winter,56.0,121.0,1952.0,yes,5.0
1896,1976,JPN,Summer,41.0,328.0,1912.0,yes,7.0
1896,1976,FRG,Summer,78.0,452.0,1968.0,yes,3.0
1896,1976,FRG,Winter,32.0,105.0,1968.0,yes,9.5
1896,1976,GDR,Summer,195.0,407.0,1968.0,yes,2.0
1896,1976,GDR,Winter,32.0,97.0,1968.0,yes,9.5
1896,1976,POL,Summer,73.0,286.0,1912.0,yes,4.0
1896,1980,ROU,Summer,68.0,339.0,1900.0,yes,4.0
1896,1980,ESP,Summer,24.0,211.0,1900.0,yes,10.0
1896,1980,BUL,Summer,90.0,397.0,1924.0,yes,3.0
1896,1980,URS,Summer,442.0,660.0,1952.0,yes,1.0
1896,1980,URS,Winter,54.0,129.0,1952.0,yes,6.0
1896,1980,GDR,Summer,264.0,495.0,1968.0,yes,2.0
1896,1980,GDR,Winter,39.0,87.0,1968.0,yes,9.0
1896,1980,POL,Summer,50.0,418.0,1912.0,yes,8.0
1896,1980,TCH,Summer,51.0,317.0,1920.0,yes,7.0
1896,1980,YUG,Summer,57.0,180.0,1920.0,yes,5.0
1896,1984,CHN,Summer,74.0,323.0,1932.0,yes,5.0
1896,1984,NED,Summer,41.0,185.0,1900.0,yes,8.5
1896,1984,ROU,Summer,106.0,193.0,1900.0,yes,2.0
1896,1984,URS,Winter,56.0,143.0,1952.0,yes,6.0
1896,1984,CAN,Summer,87.0,572.0,1900.0,yes,3.5
1896,1984,JPN,Summer,49.0,365.0,1912.0,yes,7.0
1896,1984,BRA,Summer,36.0,197.0,1900.0,yes,10.0
1896,1984,FRG,Summer,158.0,571.0,1968.0,yes,1.0
1896,1984,KOR,Summer,41.0,240.0,1948.0,yes,8.5
1896,1984,YUG,Summer,87.0,154.0,1920.0,yes,3.5
1896,1988,CHN,Summer,52.0,427.0,1932.0,yes,8.0
1896,1988,NED,Summer,45.0,202.0,1900.0,yes,9.0
1896,1988,ROU,Summer,58.0,172.0,1900.0,yes,7.0
1896,1988,BUL,Summer,41.0,281.0,1924.0,yes,10.0
1896,1988,URS,Summer,300.0,647.0,1952.0,yes,1.0
1896,1988,URS,Winter,66.0,152.0,1952.0,yes,5.0
1896,1988,FRG,Summer,115.0,516.0,1968.0,yes,3.0
1896,1988,GDR,Summer,181.0,402.0,1968.0,yes,2.0
1896,1988,KOR,Summer,77.0,551.0,1948.0,yes,4.0
1896,1988,YUG,Summer,63.0,183.0,1920.0,yes,6.0
1896,1992,CHN,Summer,82.0,394.0,1932.0,yes,2.0
1896,1992,ROU,Summer,53.0,306.0,1900.0,yes,6.0
1896,1992,ESP,Summer,69.0,537.0,1900.0,yes,3.5
1896,1992,CUB,Summer,69.0,196.0,1900.0,yes,3.5
1896,1992,CAN,Summer,44.0,445.0,1900.0,yes,10.0
1896,1992,EUN,Summer,220.0,650.0,1992.0,yes,1.0
1896,1992,EUN,Winter,59.0,214.0,1992.0,yes,5.0
1896,1992,JPN,Summer,47.0,392.0,1912.0,yes,8.0
1896,1992,POL,Summer,46.0,263.0,1912.0,yes,9.0
1896,1992,KOR,Summer,49.0,322.0,1948.0,yes,7.0
1896,1996,CHN,Summer,106.0,438.0,1932.0,yes,2.0
1896,1996,NED,Summer,73.0,290.0,1900.0,yes,3.0
1896,1996,ROU,Summer,38.0,284.0,1900.0,yes,10.0
1896,1996,ESP,Summer,66.0,384.0,1900.0,yes,4.5
1896,1996,RUS,Summer,115.0,552.0,1900.0,yes,1.0
1896,1996,CUB,Summer,55.0,178.0,1900.0,yes,7.0
1896,1996,CAN,Summer,50.0,408.0,1900.0,yes,8.0
1896,1996,JPN,Summer,42.0,448.0,1912.0,yes,9.0
1896,1996,BRA,Summer,63.0,251.0,1900.0,yes,6.0
1896,1996,KOR,Summer,66.0,417.0,1948.0,yes,4.5
1896,2000,CHN,Summer,79.0,414.0,1932.0,yes,2.5
1896,2000,NED,Summer,79.0,285.0,1900.0,yes,2.5
1896,2000,NOR,Summer,43.0,115.0,1900.0,yes,9.0
1896,2000,ROU,Summer,46.0,252.0,1900.0,yes,7.0
1896,2000,ESP,Summer,42.0,431.0,1900.0,yes,10.0
1896,2000,RUS,Summer,187.0,602.0,1900.0,yes,1.0
1896,2000,CUB,Summer,65.0,271.0,1900.0,yes,5.0
1896,2000,JPN,Summer,44.0,363.0,1912.0,yes,8.0
1896,2000,BRA,Summer,48.0,236.0,1900.0,yes,6.0
1896,2000,KOR,Summer,73.0,359.0,1948.0,yes,4.0
1896,2004,CHN,Summer,94.0,518.0,1932.0,yes,2.0
1896,2004,NED,Summer,77.0,264.0,1900.0,yes,4.0
1896,2004,ROU,Summer,39.0,193.0,1900.0,yes,10.0
1896,2004,RUS,Summer,189.0,593.0,1900.0,yes,1.0
1896,2004,ARG,Summer,49.0,179.0,1900.0,yes,7.0
1896,2004,CUB,Summer,62.0,177.0,1900.0,yes,5.0
1896,2004,JPN,Summer,93.0,414.0,1912.0,yes,3.0
1896,2004,BRA,Summer,40.0,318.0,1900.0,yes,9.0
1896,2004,UKR,Summer,47.0,357.0,1994.0,yes,8.0
1896,2004,KOR,Summer,52.0,344.0,1948.0,yes,6.0
1896,2008,CHN,Summer,184.0,730.0,1932.0,yes,1.0
1896,2008,NED,Summer,61.0,283.0,1900.0,yes,6.0
1896,2008,ESP,Summer,70.0,355.0,1900.0,yes,5.0
1896,2008,RUS,Summer,142.0,600.0,1900.0,yes,2.0
1896,2008,ARG,Summer,51.0,145.0,1900.0,yes,7.5
1896,2008,CUB,Summer,47.0,171.0,1900.0,yes,9.0
1896,2008,CAN,Summer,35.0,449.0,1900.0,yes,10.0
1896,2008,JPN,Summer,51.0,457.0,1912.0,yes,7.5
1896,2008,BRA,Summer,78.0,338.0,1900.0,yes,3.5
1896,2008,KOR,Summer,78.0,329.0,1948.0,yes,3.5
1896,2012,CHN,Summer,125.0,479.0,1932.0,yes,2.0
1896,2012,NED,Summer,69.0,222.0,1900.0,yes,4.0
1896,2012,ESP,Summer,63.0,339.0,1900.0,yes,5.0
1896,2012,RUS,Summer,140.0,549.0,1900.0,yes,1.0
1896,2012,CAN,Summer,55.0,354.0,1900.0,yes,8.0
1896,2012,JPN,Summer,84.0,399.0,1912.0,yes,3.0
1896,2012,BRA,Summer,59.0,306.0,1900.0,yes,7.0
1896,2012,CRO,Summer,35.0,118.0,1992.0,yes,9.0
1896,2012,NZL,Summer,27.0,204.0,1900.0,yes,10.0
1896,2012,KOR,Summer,61.0,312.0,1948.0,yes,6.0
1896,2016,CHN,Summer,113.0,499.0,1932.0,yes,2.0
1896,2016,NED,Summer,47.0,329.0,1900.0,yes,7.0
1896,2016,ESP,Summer,45.0,363.0,1900.0,yes,8.0
1896,2016,RUS,Summer,115.0,406.0,1900.0,yes,1.0
1896,2016,CAN,Summer,69.0,405.0,1900.0,yes,3.0
1896,2016,JPN,Summer,64.0,436.0,1912.0,yes,4.0
1896,2016,BRA,Summer,50.0,583.0,1900.0,yes,6.0
1896,2016,NZL,Summer,36.0,232.0,1900.0,yes,9.0
1896,2016,JAM,Summer,30.0,77.0,1948.0,yes,10.0
1896,2016,SRB,Summer,54.0,127.0,1912.0,yes,5.0
1896,1906,NED,Summer,6.0,49.0,1900.0,yes,3.0
1896,1906,FIN,Summer,4.0,18.0,1906.0,yes,4.0
1896,1906,NOR,Summer,25.0,55.0,1900.0,yes,1.0
1896,1906,EGY,Summer,0.0,5.0,1906.0,yes,8.0
1896,1906,TUR,Summer,0.0,2.0,1906.0,yes,8.0
1896,1906,CAN,Summer,2.0,4.0,1900.0,yes,6.0
1896,1906,BEL,Summer,11.0,31.0,1900.0,yes,2.0
1896,1906,CRT,Summer,0.0,11.0,1906.0,yes,8.0
1896,1906,BOH,Summer,3.0,29.0,1900.0,yes,5.0
1900,1904,RSA,Summer,0.0,8.0,1904.0,yes,1.5
1900,1904,NFL,Summer,0.0,1.0,1904.0,yes,1.5
1900,1908,FIN,Summer,30.0,94.0,1906.0,yes,1.0
1900,1908,RSA,Summer,2.0,33.0,1904.0,yes,3.0
1900,1908,ISL,Summer,0.0,1.0,1908.0,yes,4.0
1900,1908,ANZ,Summer,19.0,48.0,1908.0,yes,2.0
1900,1912,FIN,Summer,71.0,233.0,1906.0,yes,1.0
1900,1912,TUR,Summer,0.0,7.0,1906.0,yes,7.5
1900,1912,CHI,Summer,0.0,28.0,1912.0,yes,7.5
1900,1912,RSA,Summer,7.0,56.0,1904.0,yes,3.0
1900,1912,JPN,Summer,0.0,4.0,1912.0,yes,7.5
1900,1912,POL,Summer,0.0,1.0,1912.0,yes,7.5
1900,1912,POR,Summer,0.0,8.0,1912.0,yes,7.5
1900,1912,ISL,Summer,0.0,2.0,1908.0,yes,7.5
1900,1912,ANZ,Summer,10.0,38.0,1908.0,yes,2.0
1900,1912,SRB,Summer,0.0,2.0,1912.0,yes,7.5
1900,1912,UNK,Summer,0.0,2.0,1912.0,yes,7.5
1900,1920,FIN,Summer,52.0,136.0,1906.0,yes,1.0
1900,1920,EST,Summer,3.0,20.0,1920.0,yes,4.5
1900,1920,EGY,Summer,0.0,22.0,1906.0,yes,8.0
1900,1920,CHI,Summer,0.0,2.0,1912.0,yes,8.0
1900,1920,RSA,Summer,21.0,97.0,1904.0,yes,2.0
1900,1920,JPN,Summer,3.0,26.0,1912.0,yes,4.5
1900,1920,MON,Summer,0.0,7.0,1920.0,yes,8.0
1900,1920,POR,Summer,0.0,40.0,1912.0,yes,8.0
1900,1920,TCH,Summer,10.0,182.0,1920.0,yes,3.0
1900,1920,YUG,Summer,0.0,15.0,1920.0,yes,8.0
1900,1924,FIN,Summer,52.0,253.0,1906.0,yes,1.0
1900,1924,FIN,Winter,15.0,33.0,1906.0,yes,2.0
1900,1924,EST,Summer,6.0,47.0,1920.0,yes,5.0
1900,1924,IRL,Summer,2.0,60.0,1924.0,yes,9.5
1900,1924,RSA,Summer,3.0,44.0,1904.0,yes,8.0
1900,1924,URU,Summer,14.0,40.0,1924.0,yes,3.0
1900,1924,POL,Summer,5.0,100.0,1912.0,yes,6.0
1900,1924,POR,Summer,4.0,47.0,1912.0,yes,7.0
1900,1924,TCH,Summer,10.0,242.0,1920.0,yes,4.0
1900,1924,YUG,Summer,2.0,116.0,1920.0,yes,9.5
1900,1928,FIN,Summer,25.0,132.0,1906.0,yes,1.0
1900,1928,FIN,Winter,4.0,27.0,1906.0,yes,10.5
1900,1928,EST,Summer,9.0,23.0,1920.0,yes,6.5
1900,1928,EGY,Summer,4.0,43.0,1906.0,yes,10.5
1900,1928,RSA,Summer,6.0,40.0,1904.0,yes,8.5
1900,1928,JPN,Summer,9.0,56.0,1912.0,yes,6.5
1900,1928,URU,Summer,17.0,17.0,1924.0,yes,3.0
1900,1928,POL,Summer,20.0,146.0,1912.0,yes,2.0
1900,1928,POR,Summer,6.0,39.0,1912.0,yes,8.5
1900,1928,TCH,Summer,16.0,147.0,1920.0,yes,4.0
1900,1928,YUG,Summer,12.0,86.0,1920.0,yes,5.0
1900,1932,FIN,Summer,29.0,66.0,1906.0,yes,2.0
1900,1932,FIN,Winter,3.0,12.0,1906.0,yes,6.5
1900,1932,IRL,Summer,2.0,18.0,1924.0,yes,8.0
1900,1932,RSA,Summer,5.0,20.0,1904.0,yes,5.0
1900,1932,PHI,Summer,3.0,8.0,1924.0,yes,6.5
1900,1932,JPN,Summer,31.0,203.0,1912.0,yes,1.0
1900,1932,URU,Summer,1.0,6.0,1924.0,yes,9.5
1900,1932,LAT,Summer,1.0,13.0,1924.0,yes,9.5
1900,1932,POL,Summer,21.0,71.0,1912.0,yes,3.0
1900,1932,TCH,Summer,6.0,44.0,1920.0,yes,4.0
1900,1936,FIN,Summer,27.0,186.0,1906.0,yes,1.0
1900,1936,FIN,Winter,9.0,36.0,1906.0,yes,5.0
1900,1936,EST,Summer,7.0,36.0,1920.0,yes,6.0
1900,1936,EGY,Summer,5.0,66.0,1906.0,yes,7.0
1900,1936,TUR,Summer,2.0,62.0,1906.0,yes,9.5
1900,1936,JPN,Summer,23.0,325.0,1912.0,yes,2.0
1900,1936,LAT,Summer,2.0,33.0,1924.0,yes,9.5
1900,1936,POL,Summer,12.0,177.0,1912.0,yes,4.0
1900,1936,POR,Summer,3.0,26.0,1912.0,yes,8.0
1900,1936,TCH,Summer,18.0,293.0,1920.0,yes,3.0
1900,1948,FIN,Summer,33.0,215.0,1906.0,yes,1.0
1900,1948,FIN,Winter,9.0,45.0,1906.0,yes,6.0
1900,1948,EGY,Summer,5.0,166.0,1906.0,yes,8.5
1900,1948,TUR,Summer,12.0,87.0,1906.0,yes,5.0
1900,1948,RSA,Summer,6.0,43.0,1904.0,yes,7.0
1900,1948,URU,Summer,3.0,79.0,1924.0,yes,10.5
1900,1948,POR,Summer,5.0,65.0,1912.0,yes,8.5
1900,1948,TCH,Summer,20.0,153.0,1920.0,yes,2.0
1900,1948,TCH,Winter,17.0,74.0,1920.0,yes,3.0
1900,1948,JAM,Summer,3.0,26.0,1948.0,yes,10.5
1900,1948,YUG,Summer,16.0,162.0,1920.0,yes,4.0
1900,1952,FIN,Summer,40.0,412.0,1906.0,yes,2.0
1900,1952,FIN,Winter,12.0,73.0,1906.0,yes,7.5
1900,1952,CHI,Summer,4.0,82.0,1912.0,yes,10.5
1900,1952,URS,Summer,117.0,451.0,1952.0,yes,1.0
1900,1952,RSA,Summer,14.0,109.0,1904.0,yes,5.5
1900,1952,JPN,Summer,12.0,133.0,1912.0,yes,7.5
1900,1952,URU,Summer,14.0,42.0,1924.0,yes,5.5
1900,1952,POL,Summer,4.0,248.0,1912.0,yes,10.5
1900,1952,TCH,Summer,25.0,218.0,1920.0,yes,3.0
1900,1952,JAM,Summer,8.0,16.0,1948.0,yes,9.0
1900,1952,YUG,Summer,24.0,194.0,1920.0,yes,4.0
1900,1956,FIN,Summer,26.0,147.0,1906.0,yes,3.0
1900,1956,FIN,Winter,12.0,52.0,1906.0,yes,9.5
1900,1956,BUL,Summer,18.0,82.0,1924.0,yes,7.0
1900,1956,URS,Summer,169.0,411.0,1952.0,yes,1.0
1900,1956,URS,Winter,37.0,81.0,1952.0,yes,2.0
1900,1956,PAK,Summer,14.0,79.0,1948.0,yes,8.0
1900,1956,JPN,Summer,24.0,222.0,1912.0,yes,4.0
1900,1956,URU,Summer,12.0,29.0,1924.0,yes,9.5
1900,1956,POL,Summer,19.0,118.0,1912.0,yes,6.0
1900,1956,YUG,Summer,23.0,37.0,1920.0,yes,5.0
1900,1960,FIN,Winter,13.0,74.0,1906.0,yes,8.0
1900,1960,BUL,Summer,7.0,183.0,1924.0,yes,10.0
1900,1960,TUR,Summer,9.0,58.0,1906.0,yes,9.0
1900,1960,URS,Summer,169.0,414.0,1952.0,yes,1.0
1900,1960,URS,Winter,42.0,91.0,1952.0,yes,2.0
1900,1960,PAK,Summer,14.0,53.0,1948.0,yes,7.0
1900,1960,JPN,Summer,31.0,278.0,1912.0,yes,3.0
1900,1960,POL,Summer,30.0,307.0,1912.0,yes,4.0
1900,1960,TCH,Summer,22.0,202.0,1920.0,yes,5.0
1900,1960,YUG,Summer,17.0,185.0,1920.0,yes,6.0
1900,1964,FIN,Winter,15.0,87.0,1906.0,yes,8.5
1900,1964,BUL,Summer,10.0,116.0,1924.0,yes,10.0
1900,1964,URS,Summer,174.0,463.0,1952.0,yes,1.0
1900,1964,URS,Winter,47.0,107.0,1952.0,yes,4.0
1900,1964,PAK,Summer,16.0,47.0,1948.0,yes,7.0
1900,1964,JPN,Summer,62.0,456.0,1912.0,yes,2.0
1900,1964,POL,Summer,46.0,240.0,1912.0,yes,5.0
1900,1964,TCH,Summer,54.0,187.0,1920.0,yes,3.0
1900,1964,TCH,Winter,17.0,69.0,1920.0,yes,6.0
1900,1964,YUG,Summer,15.0,123.0,1920.0,yes,8.5
1900,1968,BUL,Summer,26.0,189.0,1924.0,yes,9.0
1900,1968,URS,Summer,192.0,471.0,1952.0,yes,1.0
1900,1968,URS,Winter,37.0,121.0,1952.0,yes,5.5
1900,1968,JPN,Summer,63.0,289.0,1912.0,yes,2.0
1900,1968,FRG,Summer,51.0,432.0,1968.0,yes,4.0
1900,1968,GDR,Summer,52.0,346.0,1968.0,yes,3.0
1900,1968,POL,Summer,37.0,296.0,1912.0,yes,5.5
1900,1968,TCH,Summer,29.0,203.0,1920.0,yes,7.5
1900,1968,TCH,Winter,21.0,71.0,1920.0,yes,10.0
1900,1968,YUG,Summer,29.0,130.0,1920.0,yes,7.5
1900,1972,BUL,Summer,22.0,226.0,1924.0,yes,8.0
1900,1972,URS,Summer,214.0,531.0,1952.0,yes,1.0
1900,1972,URS,Winter,45.0,118.0,1952.0,yes,6.0
1900,1972,JPN,Summer,56.0,293.0,1912.0,yes,4.0
1900,1972,FRG,Summer,102.0,587.0,1968.0,yes,3.0
1900,1972,GDR,Summer,151.0,454.0,1968.0,yes,2.0
1900,1972,GDR,Winter,20.0,69.0,1968.0,yes,9.5
1900,1972,POL,Summer,46.0,418.0,1912.0,yes,5.0
1900,1972,TCH,Summer,29.0,274.0,1920.0,yes,7.0
